item,itemLabel,position,positionLabel,start,end,cabinet,cabinetLabel,ordinal,replaces,replacedBy,nature,natureLabel,source,sourceName,statedName,psid
Q203129,Duncan Sandys,Q7444337,Secretary of State for Commonwealth Relations,1960-07-27,1962-07-13,,,,Q128976,Q4798053,,,,,,Q203129-BA764DE3-7928-407B-B3C9-0DB6036535C0
Q203129,Duncan Sandys,Q2747647,Secretary of State for Defence,1957-01-14,1959-10-14,,,,Q333766,Q334345,,,,,,Q203129-1348CDFB-91A3-471D-A101-4ED66CA3B45B
Q260464,Ed Balls,Q5333410,Economic Secretary to the Treasury,2006-05-06,2007-06-28,,,,Q749659,Q6418606,,,,,,Q260464-d3880c35-48e1-4777-3cb3-b8c051acd9af
Q260464,Ed Balls,Q7444335,"Secretary of State for Children, Schools and Families",2007-06-28,2010-05-11,,,,Q332336,Q333937,,,,,,Q260464-ad2cd3a2-44ea-2f6c-01db-7e343e383e68
Q260464,Ed Balls,Q3477306,Secretary of State for Education,2007-06-28,2010-05-11,,,,Q332336,Q333937,,,,,,Q260464-280E5B5C-B23C-49B3-8ED0-5F2842B38C59
Q296689,Ed Davey,Q7444345,Secretary of State for Energy and Climate Change,2012-02-03,2015-05-08,,,,Q332540,Q479171,,,,,,Q296689-8FB6CA2A-FF8D-4E82-9894-E3EE5BA41338
Q216594,Ed Miliband,Q162754,Chancellor of the Duchy of Lancaster,2007-06-28,2008-10-03,,,,Q332660,Q269697,,,,,,Q216594-19bd11a8-4d18-575f-e2de-c96e9636fb04
Q216594,Ed Miliband,Q6865995,Minister for the Cabinet Office,2007-06-28,2008-10-03,,,,Q332660,Q269697,,,,,,Q216594-aab59495-48c9-8ce5-4760-9d9195446e81
Q216594,Ed Miliband,Q7444345,Secretary of State for Energy and Climate Change,2008-10-03,2010-05-11,,,,,Q332540,,,,,,Q216594-a0e20e3f-4594-9042-0127-a4b50a11cd64
Q665743,"Edith Summerskill, Baroness Summerskill",Q7444357,Secretary of State for Work and Pensions,,,,,,,,,,,,,Q665743-264E8539-CFC0-482D-99F6-EB9A2AD466DC
Q337913,"Edmond Fitzmaurice, 1st Baron Fitzmaurice",Q162754,Chancellor of the Duchy of Lancaster,1908-10-13,1909-06-25,,,,Q332935,Q335218,,,,,,Q337913-DAA8E26B-A6D4-4D2A-8B70-35AD17D6A936
Q981574,Edmund Dell,Q6866372,Minister of State for Trade,1968-04-06,1969-10-13,,,,Q6285256,Q333259,,,,,,Q981574-827D35ED-AA80-41D9-8558-D8DA161D8B2C
Q981574,Edmund Dell,Q3858507,"Secretary of State for Business, Energy and Industrial Strategy",,,,,,,,,,,,,Q981574-D679D901-9A92-4DA0-AA95-C5E4A531427D
Q5341978,"Edward Boyle, Baron Boyle of Handsworth",Q5333410,Economic Secretary to the Treasury,1955-01-01,1956-01-01,,,,Q333275,Q5262429,,,,,,Q5341978-015EA830-D4AC-409F-BFBE-80C7897DA5F3
Q5341978,"Edward Boyle, Baron Boyle of Handsworth",Q5449647,Financial Secretary to the Treasury,1959-10-22,1962-07-16,,,,Q4360966,Q333193,,,,,,Q5341978-D00F4F21-4702-4CC3-896E-FA5BA511633F
Q5341978,"Edward Boyle, Baron Boyle of Handsworth",Q3477306,Secretary of State for Education,1962-07-13,1964-04-01,,,,Q332914,Q175366,,,,,,Q5341978-251F72F3-EBF6-40A3-95F8-A2E77D11689A
Q5345498,Edward Burtenshaw Sugden,Q217217,Lord Chancellor,1852-02-27,1852-12-17,,,,Q224382,Q7349362,,,,,,Q5345498-CB89AEDD-3A73-4475-BD1B-9EC3E4828A81
Q5345498,Edward Burtenshaw Sugden,Q1846056,Lord Chancellor of Ireland,,,,,,Q8016965,Q8016965,,,,,,Q5345498-E0848B1F-BA81-48D8-821A-025086CBA4DB
Q334381,"Edward Cardwell, 1st Viscount Cardwell",Q162754,Chancellor of the Duchy of Lancaster,1861-07-25,1864-04-07,,,,Q5771276,Q335305,,,,,,Q334381-6A13B0C7-CA98-4F50-B7F2-3287914EDC54
Q334381,"Edward Cardwell, 1st Viscount Cardwell",Q5449647,Financial Secretary to the Treasury,1845-02-04,1846-06-29,,,,Q7526860,Q6251908,,,,,,Q334381-26D80035-E2EA-4104-B5C0-F054B64DA38E
Q177235,"Edward Carson, Baron Carson",Q2631987,Attorney General for England and Wales,1915-05-25,1915-10-19,,,,Q333091,Q333683,,,,,,Q177235-A57142E0-B539-4D32-93E0-B5E550F9813C
Q177235,"Edward Carson, Baron Carson",Q61412205,Minister without Portfolio,1917-07-17,1918-01-21,,,,,,,,,,,Q177235-3EED1F35-D625-4D2C-A355-86E9898D039C
Q332435,Edward Coke,Q2631987,Attorney General for England and Wales,,,,,,Q2017342,Q7527153,,,,,,Q332435-B00FE4AC-C48A-4B75-A093-6C94BFA47AB7
Q5342395,"Edward Conway, 1st Viscount Conway",Q943379,Lord President of the Council,,,,,,,,,,,,,Q5342395-ED25597B-7CEA-4F86-A95D-71DC707F6662
Q5342398,Edward Cooke,Q7883051,Under-Secretary of State for War and the Colonies,1804-01-01,1806-01-01,,,,Q21416528,Q16846759,,,,,,Q5342398-33ba539d-4ab7-c714-97aa-0977b5c0e7e0
Q5342398,Edward Cooke,Q7883051,Under-Secretary of State for War and the Colonies,1804-01-01,1806-01-01,,,,Q21416528,Q7527394,,,,,,Q5342398-33ba539d-4ab7-c714-97aa-0977b5c0e7e0
Q5343102,"Edward Gibson, 1st Baron Ashbourne",Q1846056,Lord Chancellor of Ireland,,,,,,,,,,,,,Q5343102-6ab55a3f-4ebe-4505-288b-754d691b5591
Q335187,"Edward Grey, 1st Viscount Grey of Fallodon",Q1371091,Secretary of State for Foreign and Commonwealth Affairs,1905-12-10,1916-12-10,,,,Q337386,Q19008,,,,,,Q335187-a2dba663-4ade-416f-c48d-a6abca981a10
Q128967,Edward Heath,Q910308,Lord Privy Seal,1960-02-14,1963-10-18,,,,Q175366,Q333080,,,,,,Q128967-3604D597-A516-4469-8964-10199891CEE7
Q128967,Edward Heath,Q14211,Prime Minister of the United Kingdom,1970-06-19,1974-03-04,,,68,Q128956,Q128956,,,,,,q128967-56208A4D-40F9-4C4B-937F-ED56CF33698C
Q128967,Edward Heath,Q3858507,"Secretary of State for Business, Energy and Industrial Strategy",1963-10-20,1964-10-16,,,,Q5497735,Q5301661,,,,,,Q128967-A30A37D7-9371-4B7F-A6AE-BB9BD3899DCD
Q128967,Edward Heath,Q7444342,Secretary of State for Employment,1959-10-14,1960-07-27,,,,Q333182,Q6237766,,,,,,Q128967-DE4ECFB2-DA3E-42CE-9ED5-96E9C96C2890
Q5343402,"Edward Heneage, 1st Baron Heneage",Q162754,Chancellor of the Duchy of Lancaster,1886-02-06,1886-04-16,,,,Q5719311,Q7877756,,,,,,Q5343402-F75ACBDF-CD43-4A0C-94AE-A2DF6BB5FB8D
Q335173,"Edward Hyde, 1st Earl of Clarendon",Q531471,Chancellor of the Exchequer,1643-03-01,1646-01-01,,,,Q6226649,,,,,,,Q335173-d516f595-450d-de13-1ae8-7699cefcdea3
Q335173,"Edward Hyde, 1st Earl of Clarendon",Q217217,Lord Chancellor,,,,,,,,,,,,,Q335173-fb7e6bf9-47e5-2a01-d931-bccb48bf98ce
Q333207,"Edward Law, 1st Earl of Ellenborough",Q910308,Lord Privy Seal,1828-01-01,1829-01-01,,,,Q335600,Q2022932,,,,,,Q333207-5f49ceec-4535-bc2d-eb5b-df07baffb800
Q334352,"Edward Marjoribanks, 2nd Baron Tweedmouth",Q162754,Chancellor of the Duchy of Lancaster,1894-05-28,1895-06-21,,,,Q336497,Q11708915,,,,,,Q334352-AA87D6E3-AEDA-4790-9C97-B2EA1712B254
Q334352,"Edward Marjoribanks, 2nd Baron Tweedmouth",Q943379,Lord President of the Council,,,,,,Q336421,Q332935,,,,,,Q334352-D0F2D0B0-9AE2-4879-B4E3-1CF153D96ECA
Q334352,"Edward Marjoribanks, 2nd Baron Tweedmouth",Q910308,Lord Privy Seal,1894-03-10,1895-06-21,,,,Q160852,Q5613675,,,,,,Q334352-EAA713FC-B6F6-4288-B99D-9E01A558A2F4
Q5345010,Edward Redhead,Q6866372,Minister of State for Trade,1964-10-20,1965-10-11,,,,Q5538381,Q333700,,,,,,Q5345010-661BAE86-95C8-4BF1-BF17-47003FAF8803
Q3719921,"Edward Seymour, 12th Duke of Somerset",Q3397406,Secretary of State for Health and Social Care,1849-04-17,1851-08-01,,,,Q2079517,Q3719921,,,,,,Q3719921-B0876A92-5374-4104-A8F8-7B8A569BC0C3
Q3719921,"Edward Seymour, 12th Duke of Somerset",Q3397406,Secretary of State for Health and Social Care,1851-08-01,1852-02-21,,,,Q3719921,Q2086683,,,,,,Q3719921-348C861C-051D-47B5-9E0C-9F786978D4F8
Q332818,"Edward Shackleton, Baron Shackleton",Q2012061,Leader of the House of Lords,1968-01-16,1970-06-20,,,,Q2295962,Q82278,,,,,,Q332818-80ed7713-4469-4210-b271-6c1bfda44e98
Q332818,"Edward Shackleton, Baron Shackleton",Q910308,Lord Privy Seal,1968-01-16,1968-04-01,,,,Q2295962,Q332818,,,,,,Q332818-A1EFED8F-800E-40F3-8CF6-99B858736CC5
Q332818,"Edward Shackleton, Baron Shackleton",Q910308,Lord Privy Seal,1968-10-18,1970-06-01,,,,Q332818,Q82278,,,,,,Q332818-1307522C-5E11-437B-8E6F-87FE3940556D
Q333944,"Edward Short, Baron Glenamara",Q2636053,Leader of the House of Commons,1974-03-05,1976-10-21,,,,Q333412,Q332419,,,,,,Q333944-D1DC29FF-949A-4838-9591-7F7628069C8E
Q333944,"Edward Short, Baron Glenamara",Q3477306,Secretary of State for Education,1968-04-06,1970-06-20,,,,Q333745,Q7416,,,,,,Q333944-02B46F3E-7BD0-47C0-8997-CA99C3E7FBB2
Q5345322,Edward Shortt,Q2484309,Home Secretary,1919-01-14,1922-10-23,,,,Q334436,Q5586304,,,,,,Q5345322-85EF4ACE-062B-487A-B017-E82CE16096F7
Q333496,"Edward Smith-Stanley, 12th Earl of Derby",Q162754,Chancellor of the Duchy of Lancaster,1783-04-29,1783-12-17,,,,Q6230488,Q744389,,,,,,q333496-bc77b162-4fb2-1eae-e095-a22ac4b2a037
Q237829,"Edward Smith-Stanley, 14th Earl of Derby",Q2012061,Leader of the House of Lords,1852-02-23,1852-12-17,,,,Q332639,Q24631,,,,,,Q237829-A4B81994-0CBE-46FB-9883-9E2A9C778533
Q237829,"Edward Smith-Stanley, 14th Earl of Derby",Q2012061,Leader of the House of Lords,1858-02-21,1859-06-11,,,,Q334053,Q334053,,,,,,Q237829-2BF1A0E8-F725-43C0-AD6A-654D4A52FBD2
Q237829,"Edward Smith-Stanley, 14th Earl of Derby",Q2012061,Leader of the House of Lords,1866-06-28,1868-02-25,,,,Q157259,Q321003,,,,,,Q237829-13B68FF2-4910-4356-8797-A97EAF8433E0
Q237829,"Edward Smith-Stanley, 14th Earl of Derby",Q14211,Prime Minister of the United Kingdom,1852-02-23,1852-12-19,,,,Q157259,Q24631,,,,,,Q237829-4052a222-4bcf-f010-1934-227353c7cae0
Q237829,"Edward Smith-Stanley, 14th Earl of Derby",Q14211,Prime Minister of the United Kingdom,1858-02-20,1859-06-11,,,,Q193656,Q193656,,,,,,Q237829-9ff729ec-4807-2b9d-e275-45e5f27cc249
Q237829,"Edward Smith-Stanley, 14th Earl of Derby",Q14211,Prime Minister of the United Kingdom,1866-06-28,1868-02-27,,,,Q157259,Q82006,,,,,,Q237829-096E098E-FE96-49C9-8541-D0067B49E53B
Q237829,"Edward Smith-Stanley, 14th Earl of Derby",Q7883051,Under-Secretary of State for War and the Colonies,1827-08-31,1828-01-21,,,,Q7528875,Q1149445,,,,,,Q237829-A0153724-BE8D-49A5-8964-E5CCF37E5878
Q5345405,Edward Stanhope,Q3477306,Secretary of State for Education,1885-06-24,1885-09-17,,,,Q1834123,Q4499092,,,,,,Q5345405-DB9E8C35-728E-4FA9-8B2C-1BE136EDB18F
Q332789,"Edward Stanley, 15th Earl of Derby",Q1371091,Secretary of State for Foreign and Commonwealth Affairs,1866-07-06,1868-12-09,,,,Q335305,Q335305,,,,,,Q332789-C78DC632-401F-4C5C-AD4B-B1A3FA4AA273
Q5345413,"Edward Stanley, Lord Stanley",Q7444340,Secretary of State for Dominion Affairs,1938-05-16,1938-10-16,,,,Q333507,Q333507,,,,,,Q5345413-9318DD51-5784-4B04-9DEE-210207C601D7
Q5345487,"Edward Strutt, 1st Baron Belper",Q162754,Chancellor of the Duchy of Lancaster,1853-01-03,1854-06-21,,,,Q13530008,Q334053,,,,,,Q5345487-D9394CCD-1ECF-40CE-9050-275938BFC13F
Q44599,"Edward Thurlow, 1st Baron Thurlow",Q217217,Lord Chancellor,1778-01-01,1783-01-01,,,,,,,,,,,Q44599-5dc3b644-46e2-4ed2-3256-424ab325808f
Q272318,Edward Timpson,Q6865755,Minister of State for Children,2015-05-12,2017-06-09,,,,Q272500,Q391644,,,,,,Q272318-C14810A1-A3F9-4984-9319-000E9B489892
Q272318,Edward Timpson,Q108602627,Parliamentary Under-Secretary of State for Children and Families,2012-09-04,2015-05-12,,,,Q695228,Q392241,,,,,,Q272318-30F176E6-36B6-42D4-9BFD-BCF550A0E2BA
Q333382,"Edward Turnour, 6th Earl Winterton",Q162754,Chancellor of the Duchy of Lancaster,1937-05-28,1939-01-29,,,,Q6104908,Q335323,,,,,,Q333382-95F0C345-5D9C-4BB3-9C8D-49E838D955F3
Q333426,"Edward Wood, 1st Earl of Halifax",Q2012061,Leader of the House of Lords,1935-11-22,1938-02-21,,,,Q333368,Q6143495,,,,,,Q333426-8DA6A3D9-CDC7-4B8F-BF38-8B41A17D240E
Q333426,"Edward Wood, 1st Earl of Halifax",Q2012061,Leader of the House of Lords,1940-10-03,1940-12-22,,,,Q333019,Q337086,,,,,,Q333426-34DF2771-5E99-4AA0-8087-D690BA2D620B
Q333426,"Edward Wood, 1st Earl of Halifax",Q943379,Lord President of the Council,1937-05-28,1938-03-09,,,,,,,,,,,Q333426-68BF2158-750C-4E5B-B02A-C41ED8195177
Q333426,"Edward Wood, 1st Earl of Halifax",Q910308,Lord Privy Seal,1935-01-01,1937-01-01,,,,Q333368,Q5736213,,,,,,Q333426-BB294561-48D0-41FD-A6A3-5B7B2E7E7D56
Q333426,"Edward Wood, 1st Earl of Halifax",Q3477306,Secretary of State for Education,1922-10-24,1924-01-22,,,,Q333442,Q333358,,,,,,Q333426-0B8AFBC4-BE81-4B26-B218-0C63443DECBC
Q333426,"Edward Wood, 1st Earl of Halifax",Q3477306,Secretary of State for Education,1932-06-15,1935-06-07,,,,Q5294786,Q3497552,,,,,,Q333426-A9705BA4-2020-4767-8913-15ACA00C8640
Q333426,"Edward Wood, 1st Earl of Halifax",Q1371091,Secretary of State for Foreign and Commonwealth Affairs,1938-02-21,1940-12-22,,,,Q128995,,,,,,,Q333426-51DEA275-84D8-411A-A52B-8E5AF5D19B37
Q5346052,Edward du Cann,Q5333410,Economic Secretary to the Treasury,1962-01-01,1963-01-01,,,,Q333193,Q332897,,,,,,Q5346052-BCF4EAC3-3492-4E35-82D9-24E0E52FC0E6
Q5346052,Edward du Cann,Q6866372,Minister of State for Trade,1963-10-23,1964-10-16,,,,Q7023907,Q5538381,,,,,,Q5346052-7900A3B6-A166-487A-A4CE-4B647FF517EF
Q332572,Edwin Samuel Montagu,Q162754,Chancellor of the Duchy of Lancaster,1915-02-03,1915-05-25,,,,Q2898523,Q8016,,,,,,Q332572-1AB90CD0-0557-49A8-B7DA-4AA5CB574568
Q332572,Edwin Samuel Montagu,Q162754,Chancellor of the Duchy of Lancaster,1916-01-11,1916-07-09,,,,Q335218,Q7792331,,,,,,Q332572-7B809A40-9B9C-4146-AF53-7F010429FCD1
Q332572,Edwin Samuel Montagu,Q5449647,Financial Secretary to the Treasury,1914-02-11,1915-02-03,,,,Q2898523,Q5542038,,,,,,Q332572-B9E9B8F2-50FB-4F5D-9DE3-F775DF77C28F
Q332572,Edwin Samuel Montagu,Q5449647,Financial Secretary to the Treasury,1915-05-26,1916-07-09,,,,Q5542038,Q7792331,,,,,,Q332572-DE649F25-0F18-4F25-A652-002091695775
Q1331326,"Elizabeth Symons, Baroness Symons of Vernham Dean",Q6866372,Minister of State for Trade,2001-06-11,2003-06-13,,,,Q338166,Q6848224,,,,,,Q1331326-8088BB88-D7D9-466D-890B-F2733E8ABE44
Q272201,Elizabeth Truss,Q5096927,Chief Secretary to the Treasury,2017-06-11,2019-07-24,,,,Q391256,Q20055561,,,https://www.bbc.co.uk/news/uk-politics-40249644,,,Q272201-11594c85-49ef-afe0-117d-3a22524c3b0c
Q272201,Elizabeth Truss,Q217217,Lord Chancellor,2016-07-14,2017-06-11,,,,Q333937,Q748837,,,https://www.gov.uk/government/news/new-ministerial-appointment-july-2016-lord-chancellor-and-secretary-of-state-of-justice,,,Q272201-180189dc-46bd-b0cb-3932-c68ff669715a
Q272201,Elizabeth Truss,Q3315134,Minister for Women and Equalities,2019-09-10,,,,,,,,,https://www.gov.uk/government/ministers,Elizabeth Truss,Minister for Women and Equalities,Q272201-94ffc1ab-43e1-d330-3cab-2d727a2aece4
Q272201,Elizabeth Truss,Q14984399,"Secretary of State for Environment, Food and Rural Affairs",2014-07-15,2016-07-13,,,,Q197894,Q750091,,,,,,Q272201-f37cce09-4d44-be3e-82af-425a3e8a0aca
Q272201,Elizabeth Truss,Q1371091,Secretary of State for Foreign and Commonwealth Affairs,2021-09-15,,,,,Q268584,,,,https://www.gov.uk/government/ministers,Elizabeth Truss,"Secretary of State for Foreign, Commonwealth and Development Affairs",Q272201-831ae41b-411f-c6aa-4d11-8a162a7a6a1c
Q272201,Elizabeth Truss,Q25863345,Secretary of State for International Trade,2019-07-24,2021-09-15,,,,Q332374,,,,https://www.gov.uk/government/ministers,Elizabeth Truss,Secretary of State for International Trade and President of the Board of Trade,Q272201-1df2b8e6-483b-41ca-9989-74b061819d71
Q272201,Elizabeth Truss,Q3477307,Secretary of State for Justice,2016-07-14,2017-06-11,,,,Q333937,Q748837,,,https://www.gov.uk/government/news/new-ministerial-appointment-july-2016-lord-chancellor-and-secretary-of-state-of-justice,,,Q272201-1186a532-4b35-6d53-22f8-73378793e46c
Q332751,Ellen Wilkinson,Q7444335,"Secretary of State for Children, Schools and Families",1945-07-01,1947-02-06,,,,,,,,,,,Q332751-F3A22112-5FE9-4DE2-A9F4-39411C51B672
Q332751,Ellen Wilkinson,Q3477306,Secretary of State for Education,1945-08-03,1947-02-06,,,,Q12411364,Q5545269,,,,,,Q332751-CC404D52-A88B-4AD4-B325-72F0EB5F9A94
Q333028,Enoch Powell,Q5449647,Financial Secretary to the Treasury,1957-01-14,1958-01-15,,,,Q333889,Q4360966,,,,,,Q333028-04063DA8-150B-47A9-ABAC-2A03DCC835AB
Q333028,Enoch Powell,Q3397406,Secretary of State for Health and Social Care,1960-07-27,1963-10-18,,,,Q5262429,Q333193,,,,,,Q333028-21D74712-E21E-48CD-AF02-3905599E2847
Q5386364,Eric Deakins,Q6866372,Minister of State for Trade,1974-03-04,1976-04-05,,,,Q332323,Q333554,,,,,,Q5386364-EBB757CA-33ED-406D-A14C-8A132BC7109A
Q959198,Eric Geddes,Q3246797,Secretary of State for Transport,1919-05-19,1921-11-07,,,,,Q2920090,,,,,,Q959198-14E159FF-3306-4C33-B40A-FDD4163FC938
Q333493,Eric Pickles,Q11781526,"Secretary of State for Levelling Up, Housing and Communities",2010-05-12,2015-05-11,,,,Q300069,Q271800,,,,,,Q333493-C4D3C985-004F-4C16-A532-EF4BED81B1AD
Q334327,Eric Varley,Q3858507,"Secretary of State for Business, Energy and Industrial Strategy",,,,,,,,,,,,,Q334327-6571806F-2C43-4756-A858-0AFE7EEEFC53
Q334327,Eric Varley,Q19968043,Secretary of State for Energy,1974-03-05,1975-06-10,,,,Q335038,Q332412,,,,,,Q334327-B01DA04A-8254-457D-BCEF-DAEDB0A11D0F
Q332365,Ernest Bevin,Q910308,Lord Privy Seal,1951-03-09,1951-04-14,,,,Q334088,Q7329262,,,,,,Q332365-6DA2E887-88A5-4C95-AA5E-3D475EF577D3
Q332365,Ernest Bevin,Q7444342,Secretary of State for Employment,1940-05-13,1945-05-23,,,,Q5392836,Q182035,,,,,,Q332365-36E2AC01-9516-4966-9771-5256F23BDFAF
Q332365,Ernest Bevin,Q1371091,Secretary of State for Foreign and Commonwealth Affairs,1945-07-27,1951-03-09,,,,Q128995,Q335791,,,,,,Q332365-FC4795C0-BB15-4E96-B396-B8B008635273
Q5392836,Ernest Brown,Q162754,Chancellor of the Duchy of Lancaster,1943-11-11,1945-05-25,,,,Q335324,Q4800220,,,,,,Q5392836-B3D6837E-0991-4F0A-BF90-3C03988C504E
Q5392836,Ernest Brown,Q7444267,Secretary for Mines,1932-09-30,1935-06-18,,,,Q6076320,Q333345,,,,,,Q5392836-721C1B9B-8A19-4430-A5D9-47DA71F2CEDB
Q5392836,Ernest Brown,Q3397406,Secretary of State for Health and Social Care,1941-02-08,1943-11-11,,,,Q333507,Q7527226,,,,,,Q5392836-05632420-9BC8-4A64-A9EC-51C0011B4944
Q5392836,Ernest Brown,Q111784,Secretary of State for Scotland,1940-05-14,1941-02-08,,,,Q6226788,Q255340,,,,,,Q5392836-00907E48-1343-40FB-84A1-260B438E9BCD
Q5393524,Ernest Marples,Q3246797,Secretary of State for Transport,1959-10-14,1964-10-16,,,,Q334345,Q7815859,,,,,,Q5393524-9AB67A62-4A4F-44CC-935C-DAFC70BCA66E
Q13530025,"Ernest Pollock, 1st Viscount Hanworth",Q2631987,Attorney General for England and Wales,1922-03-06,1922-10-19,,,,Q334177,Q332706,,,,,,Q13530025-1155D34F-5D17-4966-BACB-3C99256B2DF8
Q2291802,"Ernle Chatfield, 1st Baron Chatfield",Q6865766,Minister for Co-ordination of Defence,1939-01-29,1940-04-03,,,,Q333019,Q8016,,,,,,Q2291802-430BC2BE-E2B0-4F07-A31D-F6C7B44D9F16
Q333326,"Estelle Morris, Baroness Morris of Yardley",Q3477306,Secretary of State for Education,2001-06-08,2002-10-24,,,,Q264196,Q333758,,,http://news.bbc.co.uk/1/hi/education/1763942.stm,,,Q333326-7BF2A2D1-1091-4BA2-8EF0-9C0E8FB03240
Q584062,Esther McVey,Q7444357,Secretary of State for Work and Pensions,2018-01-08,2018-11-15,,,,,Q479171,,,https://twitter.com/EstherMcVey1/status/1063008263225126912,,,Q584062-352facd3-4eac-b0e1-9fc3-48e640e8aa79
Q584062,Esther McVey,Q7444357,Secretary of State for Work and Pensions,2018-01-08,2018-11-15,,,,,Q479171,,,https://www.bbc.co.uk/news/uk-politics-46238111,,,Q584062-352facd3-4eac-b0e1-9fc3-48e640e8aa79
Q584062,Esther McVey,Q7444357,Secretary of State for Work and Pensions,2018-01-08,2018-11-15,,,,,Q479171,,,https://twitter.com/Number10gov/status/950464726638776320,,,Q584062-352facd3-4eac-b0e1-9fc3-48e640e8aa79
Q5405305,Euan Wallace,Q5449647,Financial Secretary to the Treasury,1938-05-16,1939-04-21,,,,Q6226788,Q333345,,,,,,Q5405305-146A78DA-3949-4BF6-9320-A1361CAD78DB
Q5405305,Euan Wallace,Q3246797,Secretary of State for Transport,1939-04-21,1940-05-14,,,,Q6530677,Q320851,,,,,,Q5405305-34DED0B5-810E-4A70-9E09-B666108B42A4
Q1241117,"Eustace Percy, 1st Baron Percy of Newcastle",Q3477306,Secretary of State for Education,1924-11-06,1929-06-04,,,,Q333358,Q333358,,,,,,Q1241117-ACC8EEB4-C39E-4B52-AE1B-814EF3DE8C89
Q5416411,"Evelyn Pierrepont, 1st Duke of Kingston-upon-Hull",Q943379,Lord President of the Council,,,,,,Q332619,Q336529,,,,,,Q5416411-CBCC247F-F6B1-4B4A-B69D-D7E1E8EA3CAE
Q5416411,"Evelyn Pierrepont, 1st Duke of Kingston-upon-Hull",Q910308,Lord Privy Seal,1716-01-01,1718-01-01,,,,Q332619,Q336031,,,,,,Q5416411-21c4f2ab-49e5-cb14-d3ea-1374c5ebad77
Q5416411,"Evelyn Pierrepont, 1st Duke of Kingston-upon-Hull",Q910308,Lord Privy Seal,1720-01-01,1726-01-01,,,,Q336031,Q7794565,,,,,,Q5416411-fb6fa4f8-42e4-9749-926e-f923a98ef72c
Q333683,"F. E. Smith, 1st Earl of Birkenhead",Q2631987,Attorney General for England and Wales,1915-11-03,1919-01-10,,,,Q177235,Q334177,,,,,,Q333683-118B5FD6-28A0-4274-AD32-53FA726FACC1
Q333683,"F. E. Smith, 1st Earl of Birkenhead",Q217217,Lord Chancellor,1919-01-10,1922-10-19,,,,Q332700,Q334436,,,,,,Q333683-97D5BF2D-0E8B-41D2-8C34-8DB05A9EC772
Q312591,"F. J. Robinson, 1st Viscount Goderich",Q531471,Chancellor of the Exchequer,1823-01-31,1827-04-20,,,,Q333897,Q219731,,,,,,Q312591-F4EADEAC-4B7D-4248-A96D-E9D64E7EDB0C
Q312591,"F. J. Robinson, 1st Viscount Goderich",Q2012061,Leader of the House of Lords,1827-04-30,1828-01-01,,,,Q312569,Q131691,,,,,,Q312591-9344323A-EB5D-4793-96C0-79718AA35F65
Q312591,"F. J. Robinson, 1st Viscount Goderich",Q910308,Lord Privy Seal,1833-01-01,1834-01-01,,,,Q336437,Q335600,,,,,,Q312591-38c0bf59-4f89-9888-bbff-7fbe9065b626
Q312591,"F. J. Robinson, 1st Viscount Goderich",Q14211,Prime Minister of the United Kingdom,1827-08-31,1828-01-21,,,,Q219731,Q131691,,,,,,Q312591-89A52738-81AE-4368-AA64-AB821D2550F9
Q5436283,"Farrer Herschell, 1st Baron Herschell",Q217217,Lord Chancellor,1886-02-06,1886-07-20,,,,Q334020,Q334020,,,,,,Q5436283-FA13B984-B52F-4514-ACAF-B46D1C70E6CD
Q5436283,"Farrer Herschell, 1st Baron Herschell",Q217217,Lord Chancellor,1892-08-18,1895-06-21,,,,Q334020,Q334020,,,,,,Q5436283-13662A71-567C-4450-B0DB-E6988AC7CAFC
Q334280,"Florence Horsbrugh, Baroness Horsbrugh",Q3477306,Secretary of State for Education,1951-11-02,1954-10-18,,,,Q5545269,Q332914,,,,,,Q334280-AE7682AD-86F3-42C9-9352-F2040C7AB245
Q5467797,"Ford Grey, 1st Earl of Tankerville",Q910308,Lord Privy Seal,1700-01-01,1701-01-01,,,,Q6245447,Q2736244,,,,,,Q5467797-7ebaa4fa-466c-bb05-f571-f175c23a4545
Q37388,Francis Bacon,Q2631987,Attorney General for England and Wales,1613-01-01,1617-01-01,,,,Q7527153,Q15440830,,,,,,Q37388-90BD69D8-A971-4085-B2F3-CF7F34AB7BDB
Q37388,Francis Bacon,Q217217,Lord Chancellor,1617-01-01,1621-01-01,,,,,,,,,,,Q37388-5e8f2f75-4bca-abf7-8a2f-bfa6e37b3113
Q3750914,"Francis Baring, 1st Baron Northbrook",Q531471,Chancellor of the Exchequer,1839-08-26,1841-08-30,,,,Q5992003,Q5722116,,,,,,Q3750914-D3D6363A-411E-4204-B9B0-5BC11D55FA0E
